Name,Offcd,Degree,School,Major,Edu_S,Edu_E
官员姓名,官员代码,学历/学位,毕业学校,专业,教育起始时间,教育终止时间
陆浩,0000003592,本科,兰州大学,化学,1978.02,1982.02
陆浩,0000003592,研究生,中央党校,政治学,2000.09,2003.07
陆武成,0000003600,培训,兰州市公安学校,,1972.02,1972.07
陆武成,0000003600,本科,兰州大学,政治经济,1980.09,1985.07
陆武成,0000003600,研究生,甘肃省委党校,政治经济学,1998.08,2001.06
陆武成,0000003600,培训,中央党校,,2004.03,2005.01
陆武成,0000003600,研究生,中央党校,法学理论,2004.09,2006.07
陆志鹏,0000003604,本科,南京航空学院,电子工程,1983.09,1987.07
陆志鹏,0000003604,研究生,南京航空航天大学,通信和电子系统,1991.09,1994.03
陆志鹏,0000003604,博士,南京航空航天大学,管理科学与工程,2001.09,2010.07
陆志远,0000003606,本科,西南师范大学,教育,1981.08,1985.07
陆志远,0000003606,研究生,西南师范大学,外国教育史,1985.07,1987.07
陆志远,0000003606,博士,西南师范大学,教育学,1987.07,1990.07
陆治原,0000003607,本科,陕西财经学院（现为西安交通大学经济与金融学院）,财政,1984.09,1988.07
陆治原,0000003607,研究生,陕西财经学院,财政,1990.09,1993.07
陆治原,0000003607,博士,西安交通大学,应用经济,2003.09,2006.11
禄文斌,0000003612,专科,,,,
禄智明,0000003613,培训,中央农业管理干部学院西南农大分院,,1984.09,1985.12
禄智明,0000003613,培训,中央党校,,1996.09,1997.07
禄智明,0000003613,研究生,中央党校,法学,1996.09,1999.07
路国贤,0000003614,本科,河南大学,政治教育,1978.09,1982.06
路国贤,0000003614,培训,上海浦东干部学院,,2008.09,2008.10
栾克军,0000003622,学习,中国行政函授大学,劳动管理,1986.05,1988.06
栾克军,0000003622,学习,北京煤炭干部学院,企业管理,1990.02,1991.01
栾克军,0000003622,专科,中央党校,经济管理,1992.08,1995.06
栾克军,0000003622,本科,中央党校,经济管理,1997.08,1999.12
栾克军,0000003622,研究生,甘肃省委党校,政治经济学,2001.09,2004.06
栾克军,0000003622,进修,兰州大学,区域经济,2001.09,2004.06
栾庆伟,0000003624,研究生,大连理工大学,管理科学与工程,1996.09,2000.09
罗碧升,0000003626,学习,岳阳师专,,1983.09,1985.07
罗布顿珠,0000003629,,中央政法干部学校,,1975.05,1978.08
罗布顿珠,0000003629,学习,公安部人民警察干部学校,痕迹检验,1981.01,1981.10
罗布顿珠,0000003629,培训,中央党校,,1992.09,1993.07
罗布顿珠,0000003629,专科,中央党校,党政管理,1997.08,2000.06
罗布顿珠,0000003629,本科,中央党校,济管理,2000.08,2002.12
罗布顿珠,0000003629,研究生,中央党校,中共党史,2003.03,2005.01
罗布顿珠,0000003629,培训,中央党校,,2002.03,2003.01
罗定枫,0000003636,,河北省邢台师范学校,,1930.00,
罗定枫,0000003636,,抗日军政大学,,,
罗定枫,0000003636,,延安鲁迅美术学院,,,
罗范群,0000003637,,中山大学,,,
罗范群,0000003637,,华北军政大学,,,
罗红江,0000003644,本科,云南民族学院,汉语言文学,1978.09,1982.08
罗凉清,0000003656,本科,西南民族学院（现西南民族大学）,汉语言文学,1978.03,1982.02
罗宁,0000003662,本科,南京气象学院,大气物理,1978.09,1982.07
罗宁,0000003662,进修,南京气象学院,,1992.03,1992.12
罗宁,0000003662,研究生,北京大学,大气物理,2002.03,2003.01
罗宁,0000003662,培训,国家气象局培训中心,,2003.10,2003.12
罗宁,0000003662,培训,加拿大国家气象科学研究院,,2004.02,2004.08
罗强,0000003664,本科,成都地质学院,区域地质,1978.09,1982.07
罗强,0000003664,研究生,西南石油学院,石油地质,1984.09,1987.06
罗强,0000003664,博士,成都理工大学,矿物岩石,1997.07,2000.06
罗强,0000003664,访问学者,美国伊利诺益州立大学,,2001.09,2002.03
罗强,0000003664,研究生,西南石油学院,石油地质,1984.09,1987.06
罗清泉,0000003665,本科,武汉水运工程学院（现武汉理工大学）,船舶制造与修理,1963.09,1968.09
罗清泉,0000003665,培训,中央党校,,1983.09,1985.08 
罗清宇,0000003666,本科,太原工业大学,给排水,1982.09,1986.07
罗清宇,0000003666,学习,中国社科院,财政学,1997.04,1999.03
罗清宇,0000003666,研究生,太原理工大学,市政工程,1998.09,2002.05
罗清宇,0000003666,培训,中央党校,,2006.03,2006.07
罗一民,0000003684,本科,南京大学,汉语言文学,1977.03,1980.03
罗一民,0000003684,研究生,南京大学,,1995.03,1997.05
罗一民,0000003684,培训,高级管理人才经济研究班,,1997.06,1997.12
罗一民,0000003684,研究生,南京理工大学,工程管理,1998.09,2000.04
罗荫国,0000003686,研究生,广东省委党校,经济学,,
罗应光,0000003688,本科,中央民族大学,哲学,1984.09,1988.08
罗应光,0000003688,研究生,中央民族大学,管理哲学,1998.00,2000.00
罗应光,0000003688,进修,中央党校,,2003.03,2003.07
罗应光,0000003688,进修,中央党校,,2010.09,2010.11
罗应光,0000003688,培训,井冈山干部学院,,2011.06,2011.06
罗正富,0000003696,学习,中央民族学院,政治,1977.02,1979.02
罗正富,0000003696,研究生,中央党校,科学社会主义,1984.09,1986.07
罗正富,0000003696,培训,中央党校,,1998.09,1999.07
罗志虎,0000003698,专科,内蒙古党校,党政,1985.09,1987.07
罗志虎,0000003698,函授,中央党校,政治理论,1991.08,1993.12
罗志虎,0000003698,研究生,新加坡南洋理工大学,公共管理,2006.03,2007.01
罗志虎,0000003698,培训,中央党校,,2010.03,2010.07
罗志军,0000003699,研究生,中国政法大学,政治学,1994.01,1995.09
洛桑顿珠,0000003703,专科,西藏民族学院,,1960.02,1965.08
洛桑顿珠,0000003703,培训,中央党校,,1984.06,1986.07
洛桑江村,0000003704,本科,西藏民族学院,语文,1971.12,1976.02
洛桑江村,0000003704,培训,中央党校,,1990.09,1991.07
洛桑江村,0000003704,培训,中央党校,,2001.03,2002.02
洛桑江村,0000003704,研究生,中央党校,马克思主义哲学,2001.03,2004.01
洛松次仁,0000003705,培训,中央党校,,1981.02,1982.01
洛松次仁,0000003705,培训,中央党校,,1991.09,1992.07
洛松次仁,0000003705,培训,澳门、香港全国少数民族干部培训班,,1993.07,
洛松次仁,0000003705,研究生,四川大学,工商管理,2003.04,2004.06
洛松次仁,0000003705,培训,北京参加全国市长培训班,,2004.05,
洛松次仁,0000003705,培训,中国上海浦东行政学院,,2006.04,2006.05
骆琳,0000003707,本科,沈阳药学院,抗菌素制药,1978.10,1982.09
骆琳,0000003707,培训,辽宁省委党校,,1986.03,1986.08
骆琳,0000003707,进修,中央党校,,1992.03,1992.07
骆琳,0000003707,研究生,辽宁大学,企业管理,1992.08,1997.06
骆琳,0000003707,培训,中央党校,,1998.08,1999.07
骆蔚峰,0000003708,中专,广州市机电中专学校,机械制造,1981.09,1984.09
骆蔚峰,0000003708,专科,中国人民大学,工业经济,1985.09,1988.06
骆蔚峰,0000003708,研究生,省委党校,经济管理,1994.09,1997.07
骆蔚峰,0000003708,研究生,中山大学,高级管理人员工商管理,2008.10,2010.12
骆文智,0000003709,专修,暨南大学,财经,1982.09,1984.07
骆文智,0000003709,研究生,中南财经大学,财经学,1990.09,1992.06
骆文智,0000003709,进修,中央党校,,2008.05,2008.06
骆文智,0000003709,进修,国家行政学院,,2014.06,2014.07
骆雁秋,0000003710,学习,华南师院,政治,,1964.00
骆雁秋,0000003710,培训,中央党校,,,
吕滨,0000003714,本科,湖南师范大学,政治,1978.09,1982.07
吕滨,0000003714,博士,湖南师范大学,伦理学,,1999.00
吕德功,0000003715,培训,山西省委党校,,1980.10,1982.01
吕乾训,0000003728,学习,新疆维吾尔自治区东泉“五七”干校,,1969.09,
吕清海,0000003729,本科,河南郑州大学,高分子化学,1978.09,1982.06
吕清海,0000003729,研究生,清华大学,MBA,1994.03,1996.06
吕清海,0000003729,研究生,首都经济贸易大学,企业管理,1997.09,1999.08
吕清海,0000003729,培训,河南省领导干部中长期出国培训,,2003.09,2003.12
吕清海,0000003729,进修,中央党校,,2010.11,2011.01
马飚,0000003748,本科,中央民族学院,政治经济学,1978.00,1982.00
马承祖,0000003755,专科,江西工学院水利分院（现南昌工程学院）,,1979.09,1982.08
马承祖,0000003755,本科,中央党校,经济管理,1995.03,1997.12
马光明,0000003764,学习,中央民族学院经,经济管理,1984.09,1986.10
马光明,0000003764,本科,甘肃政法学院,法学,1998.09,2001.06
马光明,0000003764,进修,人国人民公安大学,诉讼法学,2002.06,2004.03
马汉成,0000003768,本科,中央民族学院,经济管理,1986.09,1990.07 
马汉成,0000003768,研究生,中央党校,,,
马华,0000003771,学习,中央民族学院,,1976.04,1978.04
马华,0000003771,学习,四川省委党校,政治,1983.08,1985.08
马华,0000003771,研究生,四川省委党校,经济学,1997.09,2000.07
马金虎,0000003781,本科,东北工学院,机械制造,1973.00,1976.00
马金忠,0000003783,专修,山东农学院（现山东农业大学）,,1980.10,1982.08
马俊清,0000003786,博士,吉林大学,经济学,,
马兰翠,0000003787,本科,河北大学,汉语言文学,1983.08,1986.07
马兰翠,0000003787,学习,中央党校,经济管理,1992.09,1994.12
马兰翠,0000003787,研究生,省委党校,经济管理,1997.09,2001.01
马兰翠,0000003787,培训,中央党校,,2000.03,2001.07
马兰翠,0000003787,研究生,中央党校,法学理论,2000.03,2003.01
马力,0000003792,本科,西安冶金建筑学院,给水与排水,1978.02,1982.01
马林青,0000003797,学习,河南省开封地区第二师范,文史,1979.09,1981.07
马林青,0000003797,专科,河南省开封市委党校,政治管理,1986.08,1988.06
马林青,0000003797,本科,河南省委党校,政治管理,1989.09,1991.07
马林青,0000003797,研究生,中央党校,经济管理,2006.09,2009.07
马林青,0000003797,培训,中央党校,,2015.03,2015.07
马宁·再尼勒,0000003806,培训,新疆维吾尔自治区富蕴县高潮公社,,1976.05,1976.11
马宁·再尼勒,0000003806,学习,新疆维吾尔自治区高等教育自学考试,翻译,1987.09,1989.09
马宁·再尼勒,0000003806,培训,天津大学,,1993.09,1994.01
马宁·再尼勒,0000003806,研究生,中央党校,经济管理,1998.09,1999.07
马宁·再尼勒,0000003806,培训,中央党校,,2007.03,2007.07
马平昌,0000003807,函授,淄博教育学院,中文,1988.07,1991.07
马平昌,0000003807,学习,南京理工大学,财会,1992.09,1995.06
马平昌,0000003807,研究生,在中国社科院,,1994.04,1996.04
马巧珍,0000003809,本科,,,,
马青林,0000003811,本科,西安矿业学院,机械制造,1978.03,1982.02
马青林,0000003811,博士,兰州大学,,,
马清明,0000003812,本科,湖北省黄石市湖北师范学院,中文,1978.03,1982.02
马荣华,0000003816,本科,中央广播电大,,,1985.00
马瑞文,0000003820,学习,银川师范学校,,1971.00,1972.00
马瑞文,0000003820,本科,中央党校,党政管理,,
马世忠,0000003823,博士,中国海洋大学,环境科学,,
马铁山,0000003825,培训,中央党校,,1997.09,1998.07
马铁山,0000003825,培训,陕西省委党校,,1982.03,1984.02 
马铁山,0000003825,研究生,中央党校,经济管理,1997.09,2000.12 
马晓林,0000003834,本科,黑龙江大学,中文,1978.10,1982.08 
马雄成,0000003838,,昌吉州职工大学,,1983.03,1986.08
马雄成,0000003838,研究生,中国社会科学院,企业管理,,
马旭明,0000003839,本科,北京外国语学院,德语,1982.09,1986.08
马旭明,0000003839,培训,中央党校,,1998.09,1999.01
马旭明,0000003839,培训,中央党校,,2007.03,2008.01
马学军,0000003840,学习,西北民族学院,汉语言文学,1980.09,1984.07
马学军,0000003840,培训,中央党校,,2001.03,2002.01
马学军,0000003840,研究生,中央党校,经济管理,2001.03,2004.01
马学礼,0000003841,,临夏州民族学校,,1982.09,
马学礼,0000003841,专科,甘肃政法学院,法律,1997.09,2000.07
马学礼,0000003841,本科,中央党校,经济管理,2000.09,2002.12
马学礼,0000003841,研究生,省委党校,领导学,2007.09,2010.06
马以,0000003845,学习,杭州师范学院,中文,1978.05,1980.08
马以,0000003845,进修,浙江省委党校,,1991.03,1991.06
马以,0000003845,本科,中央党校,经济管理,1989.08,1992.06
马以,0000003845,进修,浙江省委党校,,1996.04,1996.06
马以,0000003845,研究生,浙江省委党校,,1997.09,1999.12
马以,0000003845,研究生,清华大学,EMBA,2006.03,
马懿,0000003847,本科,洛阳农机学院,机械制造工艺及设备,1978.10,1982.07
马懿,0000003847,进修,中央党校,,2008.03,2008.04
马勇,0000003849,本科,湖南农学院,农学,1978.03,1982.01
马誉峰,0000003852,本科,河北财贸学院,商业企业管理,1978.10,1982.07
马誉峰,0000003852,研究生,省委党校,经济管理,1999.09,2001.12
马誉峰,0000003852,研究生,新加坡南洋理工大学,管理经济学,2003.07,2004.07
马元飞,0000003853,研究生,,,,
马正录,0000003860,专科,西北师范大学,贸易经济,,
马正跃,0000003862,本科,郑州大学,哲学,1978.03,1982.01
马志勇,0000003868,本科,吉林大学,哲学,1983.09,1987.07
马志勇,0000003868,研究生,吉林大学,哲学,1987.07,1989.01
马中平,0000003869,本科,西北工业大学,飞行器制造,1973.08,1976.12
马中平,0000003869,研究生,吉林大学,国民经济计划管理,1988.09,1990.09
马中平,0000003869,培训,中央党校,,2002.03,2003.01
马忠臣,0000003870,专科,中央党校,,1980.09,1981.07
买买提明·扎克尔,0000003872,本科,新疆大学,无线电电子,1959.09,1961.08
买买提明·扎克尔,0000003872,培训,自治区委党校、中央民族学院,,1975.03,1976.09
买买提明·扎克尔,0000003872,培训,中央党校,,1988.09,1989.02
麦教猛,0000003875,本科,华南师范大学政治系,政治教育专业,1984.09,
麦教猛,0000003875,研究生,中山大学研究生院,哲学专业,1995.06,1997.07
麦教猛,0000003875,研究生,西南政法大学,民商法专业,2000.10,2002.10
麦教猛,0000003875,研究生,暨南大学,产业经济学专业,2006.09,2009.01
毛超峰,0000003876,学习,北京气象学院,气象预报,1982.08,1985.07
毛超峰,0000003876,培训,中央党校,,2000.03,2001.01
毛超峰,0000003876,研究生,中央党校,法学理论,2000.03,2003.01
毛超峰,0000003876,研究生,中国人民大学,高级管理人员工商管理,2005.05,2010.06
毛铎,0000003877,专科,太原商业专科学校,,,
毛光烈,0000003879,博士,,法学,,
毛肯·赛提哈木扎,0000003880,培训,新疆维吾尔自治区青河县委翻译班,,1966.11,1967.07
毛肯·赛提哈木扎,0000003880,学习,新疆维吾尔自治区党委党校,翻译,1972.02,1972.10
毛肯·赛提哈木扎,0000003880,专科,新疆广播电视大学,汉语言文学,1987.09,1990.07
毛肯·赛提哈木扎,0000003880,学习,新疆维吾尔自治区高等教育自学考试,中文,1988.09,1989.09
毛肯·赛提哈木扎,0000003880,培训,中央党校,,2002.03,2002.07
毛荣楷,0000003883,,云浮县云浮师范学,,1978.10,1980.07
毛荣楷,0000003883,学习,肇庆教育学院,中文,1982.09,1984.07
毛荣楷,0000003883,研究生,省社科院,政治经济学,1995.09,1998.07
毛荣楷,0000003883,培训,省委党校,,2002.02,2002.07
毛荣楷,0000003883,培训,东省第4期领导干部公共管理高级培训班,,2008.07,2008.08
毛荣楷,0000003883,研究生,长江商学院,高级管理人员工商管理,2009.05,2011.09
毛生武,0000003884,,西北民族学院,政治,1978.11,1982.07
毛生武,0000003884,研究生,兰州大学,,1997.09,1999.09
毛生武,0000003884,博士,兰州大学,,2000.09,2003.06
毛腾飞,0000003885,本科,湖南师范学院,数学,1979.09,1983.07
毛腾飞,0000003885,研究生,长沙铁道学院,概率论与数理统计,1985.08,1987.07
毛腾飞,0000003885,博士,中南大学,管理科学与工程,2001.09,2006.07
毛腾飞,0000003885,培训,加尼福尼亚州欧道明大学,,2006.10,2007.04
毛万春,0000003886,本科,河南大学,政教,1978.09,1982.08
毛万春,0000003886,培训,中央党校,,1995.09,1996.07
毛万春,0000003886,研究生,中央党校,政治经济学,1995.09,1998.07
毛伟明,0000003887,本科,浙江大学,化工机械,1978.10,1982.08
毛伟明,0000003887,培训,江苏省高级管理人才经济研究班,,1995.06,1995.12
毛伟明,0000003887,培训,哈佛大学,,2002.06,2002.09
毛小兵,0000003888,本科,北京钢铁学院（现北京科技大学）,工业自动化,1981.09,1985.07
毛小兵,0000003888,培训,中央党校,,2001.03,2002.02
毛小兵,0000003888,研究生,中南大学,资源与环境经济学,2001.09,2006.12
毛小平,0000003889,本科,南京师范大学,政教,1978.03,1982.02
毛小平,0000003889,研究生,南京师范大学,院工商管理,1995.01,1997.01
茅临生,0000003895,进修,浙江化工学院,,1977.03,1985.09
茅临生,0000003895,研究生,浙江大学,经济学,1996.03,1998.04
卯稳国,0000003897,本科,云南农业大学,农学,1975.11,1978.08
卯稳国,0000003897,函授,中央党校,经济管理,1995.08,1997.12
卯稳国,0000003897,研究生,中央党校,经济管理,2004.03,2006.01
梅劲,0000003900,本科,大连海运学院,轮机管理,1978.03,1982.01
梅劲,0000003900,进修,省委党校,,1998.03,1998.05
梅克保,0000003901,学习,湖南农学院常德分院（现湖南文理学院）,农学,1977.02,1979.02
梅克保,0000003901,进修,湖南农学院,,1979.00,1980.02
梅克保,0000003901,培训,中央党校,,1991.00,
梅克保,0000003901,博士,中南大学,工商管理,1995.00,2003.00
梅永红,0000003903,本科,华中农业大学,农学,1983.09,1987.07
梅永红,0000003903,进修,中国农业大学,农业经济及管理,1997.09,1999.07
梅永红,0000003903,培训,中央党校,,2010.03,2010.07
蒙启良,0000003905,本科,贵州民族学院政治系,政治理论专业,1978.04,1982.02
蒙启良,0000003905,学习,中央党校体制改革研究班,,1985.03,1985.07
蒙启良,0000003905,研究生,中央党校培训部三年制研究生班,,1986.09,1989.07
孟德利,0000003908,本科,陕西师范大学,政治教育,1979.09,1983.07
孟德利,0000003908,进修,中央党校,,1998.09,1999.01
孟德利,0000003908,研究生,,经济学,2001.09,2004.07
孟凡利,0000003910,本科,山东经济学院,商业会计,1982.09,1986.07
孟凡利,0000003910,研究生,南开大学,西方会计,1992.09,1995.07
孟继尧,0000003912,本科,云南大学,俄语,1961.09,1966.09
孟继尧,0000003912,培训,中央党校,,1983.09,1985.07
孟祥伟,0000003920,本科,兰州大学,新闻,1985.09,1989.07
孟祥伟,0000003920,博士,河北工业大学,管理科学与工程,2006.09,2010.06
米东生,0000003930,中专,云南省玉溪地委党校,,1985.09,1987.09
米东生,0000003930,专科,中央党校,,1989.08,1992.06
米东生,0000003930,研究生,中央党校,哲学,2006.03,2008.01
米凤君,0000003931,本科,吉林工业大学,机械铸造,1967.00,
米建书,0000003932,,北平中国大学,,,1936.00
缪合林,0000003939,专科,南京农业大学,农业经济,1983.09,1985.01
缪合林,0000003939,培训,中央党校,,1989.03,1989.07
缪瑞林,0000003940,本科,江苏农学院,农学,1980.09,1984.07
缪瑞林,0000003940,培训,省委党校,,1995.09,1995.12
缪瑞林,0000003940,培训,省高级管理人才经济研究班,,1998.09,1998.12
缪瑞林,0000003940,博士,南京农业大学,土地资源管理,1996.09,2000.12
缪瑞林,0000003940,进修,省委党校,,2002.10,2002.12
缪瑞林,0000003940,进修,中央党校,,2009.11,2010.01
缪学刚,0000003941,高中,河南省固始县高中,,1976.09,1979.07
缪学刚,0000003941,本科,中央财政金融学院（现中央财经大学）,财政,1979.09,1983.07
缪学刚,0000003941,进修,中央党校,,2001.03,2001.07
缪学刚,0000003941,学习,江苏省经委,,2003.09,2003.11
莫恭明,0000003945,学习,长沙交通学院,港口与航道工程,1979.09,1983.07
莫恭明,0000003945,研究生,广西大学,政治经济学,1997.09,1999.12
莫恭明,0000003945,进修,广西自治区党委党校,,2001.09,2001.11
莫恭明,0000003945,培训,中国外交学院,,2003.10,2004.01
莫恭明,0000003945,研究生,新加坡南洋理工大学,公共管理,2005.02,2006.02
莫建成,0000003947,专修,内蒙古农牧学院,农业经济管理,1983.09,1985.07
莫建成,0000003947,函授,中央党校,经济管理,1989.08,1992.06
莫建成,0000003947,进修,中央党校,,1992.09,1993.01
莫时仁,0000003950,学习,贵州农学院畜牧兽医系,畜牧专业,1964.09,1968.12
莫永清,0000003953,专科,广西壮族自治区党委党校、广西师范学院,中文,1983.05,1985.07
莫永清,0000003953,进修,中央党校,,1997.03,1997.07
莫永清,0000003953,本科,中央党校,经济管理,1997.08,1999.12
莫永清,0000003953,培训,中央党校,,2001.02,2002.01
莫振奎,0000003955,本科,山东财经学院,贸易经济,1963.09,1967.09
莫振奎,0000003955,进修,中央党校,,1991.03,1991.07
慕德贵,0000003962,本科,贵州工学院,机械制造工艺及设备,1978.03,1982.02
慕德贵,0000003962,进修,贵州省委党校,,1995.09,1995.11
慕德贵,0000003962,研究生,贵州工业大学与加拿大魁北克大学席库提米分校,项目管理,2004.04,2006.03
慕德贵,0000003962,培训,中央党校,,2006.03,2007.01
穆为民,0000003967,研究生,中国人民大学,政治经济,1995.09,1997.09
那顺孟和,0000003969,学习,内蒙古大学,经济管理,1984.09,1986.07
那顺孟和,0000003969,培训,中央党校,,2008.09,2009.01
乃依木·亚森,0000003970,学习,新疆维吾尔自治区乌鲁木齐市第一师范,,1972.02,1973.03
乃依木·亚森,0000003970,培训,新疆维吾尔自治区党委党校,,1987.09,1988.01
乃依木·亚森,0000003970,培训,中央党校,,1992.09,1993.07
乃依木·亚森,0000003970,进修,中央党校,,2004.05,2004.07
乃依木·亚森,0000003970,培训,美国斯坦福大学,城市规划与信息化,2007.08,2007.09
乃依木·亚森,0000003970,研修,中央党校,,2011.03,2011.06
乃依木·亚森,0000003970,研究生,中央党校,政治学,2011.09,2014.07
尼玛卓玛,0000003972,本科,中央党校,,,
倪强,0000003976,学习,大连海运学校,船舶无线电通信,1984.09,1987.01
倪强,0000003976,学习,上海市经济干部管理学院,,1992.08,1993.01
倪强,0000003976,学习,上海工商学院,对外经济贸易,1992.09,1995.11
倪强,0000003976,进修,华东师范大学,经济学,1997.09,1999.07
倪强,0000003976,研究生,天津大学,高级管理人员工商管理,2006.09,2008.03
倪强,0000003976,博士,天津大学,管理科学与工程,2008.09,2011.05
年仲华,0000003983,高中,,,,
鸟成云,0000003984,本科,青海民族学院,政治,1981.09,1985.07
鸟成云,0000003984,进修,复旦大学,行政管理,1990.09,1991.08
鸟成云,0000003984,研究生,青海省委党校,经济管理,2000.01,2002.07
鸟成云,0000003984,培训,国家行政学院,,2002.09,2002.12
聂辰席,0000003986,本科,复旦大学,程序设计,1977.03,1980.03
聂辰席,0000003986,研修,美国IBM公司,计算机管理信息系统,1985.06,1985.12
聂辰席,0000003986,函授,河北财贸金融函授学院,涉外经济,1988.06,1990.06
聂辰席,0000003986,研究生,中国科技大学,管理科学,1991.09,1994.06
聂辰席,0000003986,研究生,新加坡南洋理工大学,管理经济学,1999.10,2000.10
聂辰席,0000003986,进修,中央党校,,1999.03,1999.07
聂辰席,0000003986,博士,天津大学,管理科学与工程,1999.09,2003.09
聂辰席,0000003986,博士后,中国人民大学,民商法,2004.09,2006.06
聂春玉,0000003987,本科,阜新矿业学院（现辽宁工程技术大学）,测量,1973.09,1976.10
聂春玉,0000003987,研究生,中央党校,,,
聂瑞平,0000003988,本科,河北大学,语言文学,1979.09,1983.07
聂瑞平,0000003988,研究生,新加坡南洋理工大学,管理经济学,2000.07,2001.06
聂瑞平,0000003988,进修,河北省委党校,,2004.10,2005.01
聂瑞平,0000003988,培训,河北省委党校,,2005.09,2006.01
聂瑞平,0000003988,培训,中央党校,,2009.03,2009.07
聂文权,0000003989,本科,吉林农业大学,农业经济管理,1980.03,1985.08
宁金彪,0000003997,学习,邯郸地区工业学校,机制,1978.03,
宁金彪,0000003997,研究生,中南财经大学,工业经济,1984.09,1987.07
宁金彪,0000003997,研究生,新加坡南洋理工大学,经济学,1998.07,1999.06
宁金彪,0000003997,博士,中国人民大学,世界经济,1998.09,2001.07
牛弩韬,0000004007,学习,安徽蚌埠粮食学校,会统,1979.09,1981.07
牛弩韬,0000004007,学习,安徽广播电视大学,中文,1982.09,1985.09
牛弩韬,0000004007,本科,中央党校,经济管理,1989.08,1992.06
牛弩韬,0000004007,进修,省委党校,,1997.03,1997.05
牛弩韬,0000004007,研究生,中央党校,经济管理,1998.09,2001.07
牛弩韬,0000004007,培训,中央党校,,2007.03,2007.07
牛玉儒,0000004012,培训,中央民族学院,政治,1978.02,
牛玉儒,0000004012,学习,内蒙古管理干部学院,行政管理,1097.09,1989.11
努尔·白克力,0000004017,本科,新疆大学,政治理论,1978.11,1983.08
努尔·白克力,0000004017,研究生,中央党校,政治理论,1986.09,1989.07
努尔兰·阿不都满金,0000004018,本科,新疆大学,法律,1981.09,1985.07
努尔兰·阿不都满金,0000004018,学习,中央党校,政治理论,1990.08,1991.07
努尔兰·阿不都满金,0000004018,研究生,北京师范大学,思想政治,1998.09,2000.10
诺卫星,0000004019,本科,青海省民族学院,中文,1978.04,1982.01
诺卫星,0000004019,学习,全国法院干部业余法律大学,,1985.09,1988.07
诺卫星,0000004019,培训,青海省委党校,,2000.03,2000.06
欧广源,0000004023,大专,广东省委党校,党政,1986.09,1988.04
欧广源,0000004023,进修,中央党校,,1993.09,1993.12
欧阳坚,0000004025,本科,云南大学,政治经济学,1978.09,1982.08
欧阳坚,0000004025,研究生,云南省社科院,东南亚经济史,1986.09,1989.03
欧阳坚,0000004025,进修,中央党校,,1998.09,1999.01
欧阳坚,0000004025,博士,清华大学,公共管理,2007.09,2011.05
欧阳钦,0000004026,,长沙长郡中学,,,1918.00
欧阳钦,0000004026,,北京高等法文专修馆,,,
欧阳钦,0000004026,学习,莫斯科苏联红军学校,军事,1925.08,
欧真志,0000004032,研究生,广东省委党校,,,
欧真志,0000004032,学习,湛江农业专科学校,农学专业,1978.09,
欧真志,0000004032,研究生,省委党校在职研究生班,科学社会主义专业,1999.09,2002.07
潘朝晖,0000004037,,休宁师范学校,,1983.09,1986.07
潘朝晖,0000004037,大专,安徽师范大学,汉语言文学,1986.07,1989.07
潘朝晖,0000004037,本科,中央党校,经济管理,1990.08,1992.12
潘朝晖,0000004037,本科,安徽师范大学,汉语言文学,2004.06,2006.06
潘朝晖,0000004037,进修,安徽省委党校,,2004.09,2004.12
潘朝晖,0000004037,培训,北京大学、伦敦政治经济学院等联合举办的全球公共管理高级培训班,,2007.06,2007.08
潘朝晖,0000004037,研究生,中国科学技术大学,行政管理,2009.09,2011.11
潘东军,0000004040,本科,江西财经学院,国民经济计划与管理,1979.09,1983.08
潘利国,0000004047,本科,抚顺矿务局工学院,地下采煤,1979.00,1983.00
潘利国,0000004047,本科,阜新矿业学院,采矿工程,1991.00,1993.00
潘利国,0000004047,研究生,中国社会科学院,企业管理,1995.00,1997.00
潘利国,0000004047,研究生,美国伊利诺州立大学,工商管理,2000.03,2001.03
潘利国,0000004047,培训,中央党校,,2008.00,2008.00
潘朔端,0000004054,,东北军政大学,,,
潘朔端,0000004054,,云南省立第一中学,,,
潘朔端,0000004054,,黄埔军校,,,
潘逸阳,0000004059,本科,中山大学,力学,1978.03,1982.01
潘逸阳,0000004059,研究生,中山大学,政治经济,1993.03,1995.07
潘逸阳,0000004059,博士,中山大学,马克思主义哲学,1996.03,2001.06
潘逸阳,0000004059,进修,中央党校,,2004.11,2005.01
潘逸阳,0000004059,培训,中组部第三期省部级干部英语强化班,,2008.09,2008.12
潘逸阳,0000004059,培训,乔治城大学,,2009.10,2009.11
潘逸阳,0000004059,进修,中央党校,,2012.09,2012.11
潘永和,0000004061,研究生,江苏省委党校,政治经济学,,
庞国梅,0000004069,学习,遂溪师范学校,,1982.09,1985.07
庞国梅,0000004069,大专,省委党校,政治,1988.03,1991.02
庞国梅,0000004069,研究生,省委党校,经济学,1995.09,1998.09
庞国梅,0000004069,进修,省委党校,,2002.02,2002.06
庞国梅,0000004069,培训,广东省第10期高级公务员公共行政管理知识专题研究班(牛津班),,2007.05,2007.08
庞国梅,0000004069,研究生,中山大学,高级管理人员工商管理,2008.04,2009.12
庞家钰,0000004070,本科,东北工学院,工业企业电气化与自动化,1964.09,1969.09
庞家钰,0000004070,培训,中央党校,,1984.09,1986.07
裴金佳,0000004077,学习,福建省集美财经学校,财会,1982.09,1984.07
