Name,Offcd,Degree,School,Major,Edu_S,Edu_E
官员姓名,官员代码,学历/学位,毕业学校,专业,教育起始时间,教育终止时间
王保建,0000005863,本科,华南理工学院,机械制造,1979.09,1983.07
王保建,0000005863,本科,贵州省委党校,经济管理,1994.09,1997.09
王保建,0000005863,研究生,中央党校,政治经济,2000.09,2003.09
王保举,0000005864,学习,中央党校,经济管理,1995.08,1997.12
王彬,0000005865,本科,南京信息工程大学,英语,1989.09,1993.08
王彬,0000005865,研究生,上海财经大学,国际金融学,1995.09,1998.01
王彬,0000005865,博士,复旦大学,经济学,2001.08,2004.07
王彬,0000005865,博士后,北京大学,管理学,2007.05,
王斌,0000005866,本科,,,,
王成山,0000005879,专科,安徽大学,函授专科汉语言文学,1983.09,1986.07
王成山,0000005879,培训,安徽省委党校,,2000.09,2000.12
王成山,0000005879,本科,中央党校,本科班经济管理,2004.08,2006.12
王楚平,0000005882,进修,行政函授大学,行政管理,1986.05,1988.06
王楚平,0000005882,进修,中央党校,经济管理,1995.05,1997.08
王楚平,0000005882,大专,华中理工大学,党政管理,1997.09,2000.06
王楚平,0000005882,培训,中央党校,,2002.03,2002.07
王春安,0000005883,大专,,,,
王春金,0000005884,大专,福建电大,工业企业,1983.09,1986.07
王春金,0000005884,本科,中央党校,经济管理,1994.06,1996.12
王春金,0000005884,研究生,中央党校,经济学经济管理,2004.09,2007.07
王大辉,0000005892,培训,中央民族学院,,1985.09,1986.09
王大辉,0000005892,本科,清华大学,管理信息系统,1986.09,1991.07
王大辉,0000005892,研究生,加拿大多伦多大学,计算机系,2003.01,2005.12
王德雄,0000005901,本科,中国青年政治学院,青年工作系青年思想教育专业,1986.09,1990.07
王东红,0000005905,本科,西北农业大学,农业建筑与环境工程,1986.09,1990.07
王东红,0000005905,研究生,西安建筑科技大学,建筑历史与理论,2001.09,2004.10
王东亮,0000005907,研究生,,,,
王东群,0000005908,本科,,,,
王敦胜,0000005912,本科,,,,
王福清,0000005923,大专,重庆市工业学校,机器制造,1978.04,1981.01
王福清,0000005923,大专,中国经济管理刊授联合大学,工业企业管理,1985.05,1988.09
王福清,0000005923,培训,市委党校,,1994.03,1994.06
王福清,0000005923,本科,四川省委第二党校,法律,1995.03,1997.12
王福清,0000005923,MBA,重庆大学,工商管理,1998.03,2001.02
王福清,0000005923,培训,重庆市委党,,2000.09,2000.12
王福清,0000005923,研究生,重庆大学,电气工程学院,2003.03,2005.06
王福顺,0000005924,本科,华东化工学院,,1977.02,
王付举,0000005927,本科,焦作矿业学院,地质勘探与普查,1983.09,1987.08
王付举,0000005927,研究生,焦作工学院,企业管理,1999.09,2001.10
王富兴,0000005928,研究生,河南农业大学,农村与区域发展,,
王广国,0000005932,本科,郑州粮食学院,工民建,1982.09,1986.07
王广国,0000005932,研究生,同济大学,岩土工程,1989.09,1994.12
王广国,0000005932,博士,同济大学,岩土工程,1989.09,1994.12
王广敏,0000005933,本科,合肥林校,,1980.09,1983.07
王广敏,0000005933,学习,宿县地委党校,,1986.09,1988.07
王广跃,0000005934,进修,鸡西市职工业余大学,行政管理,1995.08,1996.07
王广跃,0000005934,研究生,黑龙江大学,经济,1994.10,1996.10
王广跃,0000005934,进修,黑龙江省委党校,法律,2004.03,2006.07
王贵,0000005936,本科,贵州农学院,植保园艺系植保专业,1981.09,1985.07
王贵,0000005936,研究生,中央党校,政治学理论专业,2003.03,2006.01
王桂芝,0000005942,,海伦农机校,农机,1979.09,1981.09
王桂芝,0000005942,,东北农学院,农机,1992.08,1995.06
王桂芝,0000005942,本科,黑龙江省经济管理干部学院,经管,1997.01,2000.01
王桂芝,0000005942,研修,哈尔滨师范大学,政治经济学,1999.09,2001.07
王国富,0000005945,培训,重庆市委二党校,,1984.09,1985.01
王国富,0000005945,进修,四川省干部函授学院,党政干部基础,1985.09,1988.07
王国富,0000005945,培训,四川省委党校,,1990.04,1990.07
王国富,0000005945,培训,重庆市委党校,,1996.03,1996.06
王国富,0000005945,进修,重庆市委党校,经济管理,1998.09,2000.12
王国和,0000005947,中专,河南开封师范专科学校,数学,1984.09,
王国和,0000005947,本科,中央党校,经济管理,1994.09,1997.02
王国和,0000005947,学习,中央党校,法学,1999.09,2002.07
王国和,0000005947,研修,清华大学,,2004.09,2004.12
王国和,0000005947,学习,武汉大学,电子政务,2007.09,2009.07
王国俊,0000005948,本科,黑龙江省行政干部学院,经济管理,,
王国平,0000005952,本科,,,,
王国强,0000005953,本科,哈尔滨工业大学,工商管理专业,2002.00,2006.00
王国强,0000005953,研究生,省委党校,经济管理专业,2008.00,2010.00
王海涛,0000005959,本科,华中师范大学,中文系,1980.09,1984.06
王海涛,0000005959,研究生,华中师范大学,中文系,1984.06,1987.06
王浩鸣,0000005960,大专,湖北省水电学校,,1975.10,1977.08
王浩鸣,0000005960,进修,华中农业大学,农林经济管理,1984.09,1987.12
王浩鸣,0000005960,研究生,湖北大学,课程与教学论,1997.07,2000.09
王浩鸣,0000005960,学习,湖北省党校,,2000.09,2000.11
王皓玉,0000005961,学习,省委党校,,,
王宏彬,0000005962,本科,北京大学,经济地理,1984.09,1988.07
王宏彬,0000005962,研究生,北京大学,人文地理,1991.09,1994.07
王宏景,0000005963,本科,郑州大学,中文系,1985.09,1989.07
王宏景,0000005963,研究生,中南财经政法大学,财政,1998.09,2000.06
王洪,0000005966,大专,东北工学院,金属塑性加工,,
王洪,0000005966,本科,哈尔滨师范大学,经济管理,,
王洪,0000005966,研究生,哈尔滨师范大学,,,
王洪钟,0000005971,高中,北京市房山区霞云岭中学,,1980.09,1982.07
王洪钟,0000005971,学习,北京大学,哲学系,1985.07,1987.08
王洪钟,0000005971,培训,中国科协中国农林技术函授大学,,1991.01,1992.01
王洪钟,0000005971,本科,北京市委党校,经济管理,1993.03,1996.01
王洪钟,0000005971,培训,中央团校,,1993.10,1993.11
王洪钟,0000005971,培训,中央团校,,1994.03,
王洪钟,0000005971,培训,北京市青年干部培训班,,1994.05,
王洪钟,0000005971,研究生,北京市委党校,国民经济管理,1995.09,1998.07
王焕清,0000005977,博士,省委党校,经济,,
王积俊,0000005981,本科,陕西师范大学,思想政治教育,1985.09,1989.07
王积权,0000005982,本科, 中央民族大学,中文系,1978.02,1982.01
王建海,0000005990,大专,元氏师范学校,,1979.10,1981.09
王建海,0000005990,进修,河北大学,汉语言文学,1983.07,1985.07
王建海,0000005990,本科,中央党校,,1993.07,1995.12
王建海,0000005990,研究生,中央党校,经济学,1999.09,2002.07
王惠民,0000005994,研究生,市委党校,,,
王惠民,0000005995,研究生,华中师范大学,政府经济学,2009.09,2012.06
王辉,0000005998,,黑龙江青年干部学院,行政管理,1989.09,1991.12
王辉,0000005998,本科,中央党校,经济管理,1993.08,1995.12
王辉,0000005998,,东北农业大学,农业经济管理,1999.09,2001.12
王辉,0000005998,,哈尔滨工业大学,,2010.03,2012.03
王华,0000006001,本科,,,,
王宏伟,0000006006,本科,焦作矿业学院,地质勘探,1979.09,1983.07
王宏伟,0000006006,研究生, 中国矿业大学,,1984.09,1987.07
王宏,0000006009,本科,昆明大学,经济系财会专业,1986.09,1989.07
王宏,0000006009,本科,中央党校函授学院,政治专业,1991.09,1993.12
王宏,0000006011,大专,临洮师范学校,,1982.09,1985.07
王宏,0000006011,自考,,汉语言文学,,1991.10
王宏,0000006011,研究生,甘肃省委党校,哲学,1997.09,2000.06
王浩,0000006014,本科,新疆石河子大学,经济学,1994.09,1998.07
王浩,0000006014,研究生,西安电子科技大学,项目管理领域,2006.03,2009.12
王海平,0000006015,研究生,,,,
王海平,0000006016,学习,江苏省淮安师范学校,普师,1980.09,1982.06
王海平,0000006016,研究生,省委党校,,,
王刚,0000006019,博士,,,,
王锋,0000006023,研究生,,,,
王朝文,0000006024,,贵州省镇远专区干校,,1949.12,1956.08
汤志平,0000006030,大专,铜仁师范专科学校,中文科,1980.09,1982.08
汤志平,0000006030,本科,中央党校,经济管理,1998.08,2000.12
汤志平,0000006030,进修,清华大学,现代公共管理高级进修班,2002.10,2002.11
汤志平,0000006031,研究生,同济大学,建筑与城市规划学院,1989.00,
文飞,0000006036,大专,广西商业高等专科学校,市场营销,1992.04,1996.06
文飞,0000006036,本科,中央党校,党政管理,1996.08,1998.12
文飞,0000006036,研究生,广西师范大学,马克思主义哲学,1999.10,2001.01
文松波,0000006043,大专,黔东南民族师范专科学校,数学科数学专业,1980.09,1982.08
文彦,0000006044,学习,天津财经学院,计划统计,1987.09,1989.06
文彦,0000006044,研究生,省社科院,政治经济,1999.09,2002.07
文宗锋,0000006045,,郑州气象学校,,1979.09,1981.07
文宗锋,0000006045,培训,河南省团校,,1982.09,1982.11
文宗锋,0000006045,,河南省委党校,行政管理,1987.09,1990.07
文宗锋,0000006045,,河南省委党校,经济管理,1993.09,1995.12
文宗锋,0000006045,研究生,河南省委党校,经济管理,1997.09,2000.01
文宗锋,0000006045,培训,,,2000.05,2000.06
翁杰明,0000006047,本科,福建师范大学,汉语言文学,1979.09,1983.08
翁杰明,0000006047,研究生,中国社会科学院,新闻业务与行政管理,1985.09,1987.07
翁杰明,0000006047,博士,河北大学,中国古代文学,1996.09,1999.07
翁杰明,0000006047,博士后,中国社会科学,工商管理,2001.06,2004.08
翁庆,0000006048,本科,武汉海军工程学院,,,
翁祖亮,0000006049,培训,市委党校,,2000.05,2000.06
翁祖亮,0000006049,进修,澳门科技大学,工商管理,2001.10,2003.10
翁祖亮,0000006049,培训,中央党校,,2009.03,2009.07
邬郁敏,0000006053,大专,广东青年干部学院,中文秘书 ,1989.09,1991.07
邬郁敏,0000006053,本科,中山大学,行政管理,1999.04,2002.08
巫希平,0000006054,进修,中央党校,经济管理,1994.08,1996.12
巫希平,0000006054,进修,安徽财贸学院,财政学,1998.09,1999.07
吴安玉,0000006056, 培训,贵州省委党校,,1991.09,1992.07
吴安玉,0000006056,本科,贵州省委党校,文秘,1996.09,1999.07
吴安玉,0000006056,本科,贵州省委党校,经济管理,1999.09,2002.05
吴安玉,0000006056,进修,贵州大学,宪法行政法,2003.09,2005.07
吴安玉,0000006056,培训,中央党校,建设社会主义新农村,2007.01,
吴安玉,0000006056,培训,贵州省委党校,,2007.03,2007.04
吴安玉,0000006056,培训,上海浦东学院,,2008.04,2008.05
吴秉儒,0000006059,大专,平凉农学院,畜牧,1976.09,
吴波,0000006062,专科,白城师范专科学校,化学,1986.09,1988.07
吴超明,0000006064,,解放军总政治部西安政治学院,军队政治工作,1985.09,1987.08
吴超明,0000006064,本科,中央党校,,1997.08,1999.12
吴朝晖,0000006065,研究生,广西大学,研究生班国际贸易学,2002.09,2004.10
吴达金,0000006074,本科,福建师范大学,化学系,1980.09,1984.07
吴达金,0000006074,研究生,福建省委党校,,1992.02,1994.02
吴道藩,0000006076,大专, 四川省重庆市农业学校,农学,1981.09,1984.07
吴道藩,0000006076,大专,西南农业大学,蔬菜,1987.09,1990.07
吴道藩,0000006076,本科,西南农业大学,农学,1998.09,2000.12
吴道藩,0000006076,研究生,西南农业大学,蔬菜,2000.09,2002.12
吴方成,0000006086,大专, 武汉师范学院,中文,1978.04,1981.01
吴方成,0000006086,培训,湖北省委党校,,1998.03,1998.05
吴方成,0000006086,研究生,武汉汽车工业大学,学管理科学与工程,1996.09,2000.06
吴方成,0000006086,培训,中央党校,,2004.09,2005.01
吴方军,0000006087,学习,南漳县委党,,1983.06,1983.12
吴方军,0000006087,学习,中央党校,,1995.08,1997.12
吴方军,0000006087,研究生,华中师范大学,法学,1999.12,
吴刚,0000006088,学习, 河南潢川师范学校,,1979.09,1981.09
吴刚,0000006088,学习,郑州大学,中文系,1986.09,1988.07
吴刚,0000006088,研究生,中共中央党校,政治学,1997.09,2000.06
吴光裕,0000006093,,上海师范大学,物理系,1963.00,
吴桂英,0000006095,研究生,中国政法大学,经济法,,
吴桂英,0000006095,博士,中国科学院科,技术哲学,,
吴海宝,0000006096,本科,北京大学,社会学,1988.09,1992.07
吴海涛,0000006098,大专,湖北省浠水师范学校,,1983.09,1986.07
吴海涛,0000006098,大专,湖北大学,秘书,1986.12,1989.12
吴海涛,0000006098,本科,湖北大学,秘书,1991.01,1995.06
吴浩岭,0000006100,,内蒙古物资学校,财会,1990.09,1992.07
吴浩岭,0000006100,专科,内蒙古师范大学,汉语言文学,1991.06,1994.06
吴浩岭,0000006100,,莫斯科经济统计学院,,1992.01,1993.06
吴浩岭,0000006100,博士,俄罗斯科学院,,1993.06,1995.04
吴浩岭,0000006100,学习,广西自治区党委党校,,2003.03,2004.01
吴浩岭,0000006100,研究生,广西自治区党委党校,党政管理,2003.03,2005.06
吴浩岭,0000006100,博士后,北京大学,应用经济学,2003.04,2005.07
吴晖,0000006103,本科,武汉大学,社会学,1988.09,1992.07
吴晖,0000006103,研究生,武汉大学,马克思主义哲学,1994.09,1996.07
吴晖,0000006103,培训,深圳市委党校,,2004.09,2004.11
吴晖,0000006104,本科,,,,
吴晖,0000006104,研究生,,,,
吴慧泉,0000006105,研究生,中央党校,行政管理专业,,
吴平,0000006106,大专,河北工学院,机制,1974.09,1977.08
吴建国,0000006107,本科,中央党校,经管,,
吴平河,0000006109,大专,广东省韩山师专,物理,1978.09,1981.07
吴平河,0000006109,本科,省委党校,行政管理,1996.09,1998.12
吴平河,0000006109,研究生,省委党校,经济学,1999.09,2002.07
吴平河,0000006109,培训,省委党校,,2003.03,2003.07
吴锦,0000006115,本科,兰州大学,经济系,1987.09,1991.07
吴锦,0000006115,研究生,华中科技大学,经济学,1997.09,2001.01
吴劲,0000006117,本科,南京气象学院,计算机及应用,1987.09,1991.08
吴荣才,0000006118,本科,福建农学院,土化,,1982.07
吴俊,0000006121,本科,贵州工学院,采矿工程,1978.04,1982.02
吴俊,0000006121,学习,贵州广播电视大学,文科类人事管理,1988.09,1991.06
吴俊,0000006121,学习,贵州省委党校,,2006.03,2006.05
吴盛海,0000006122,大专,绵阳农业专科学校,农学,1980.09,1983.07
吴盛海,0000006122,本科,四川省委党校,经济管理,1995.08,1997.12
吴盛海,0000006122,培训,重庆市委党校,,2001.03,2001.06
吴盛海,0000006122,培训,市委党校,,2002.03,2002.12
吴盛海,0000006122,研究生,重庆市委党校,行政管理,2002.09,2005.06
吴兰铮,0000006124,本科,中央党校,,,
吴世胜,0000006125,,贵州省财政学校,企业财务,1982.09,1984.07
吴世胜,0000006125,大专,贵州省经济管理干部学院,财政,1989.09,1991.07
吴世胜,0000006125,本科,贵州省委党校,经济管理,1997.09,2000.07
吴世胜,0000006125,学习,贵州省黔东南州委党校,,2000.01,2000.11
吴世胜,0000006125,培训,上海交通大学,,2002.05,2002.06
吴世胜,0000006125,研究生,贵州省委党校,经济学,2003.08,2006.06
吴世胜,0000006125,学习,贵州省委党校,,2004.09,2005.01
吴丽华,0000006126,大专,庆阳师专,汉语言文学,1982.09,1984.07
吴丽华,0000006126,本科,中央党校,党政管理,1997.08,1999.12
吴丽华,0000006126,研究生,甘肃省委党校,公共管理,2006.09,2009.06
吴美景,0000006130,大专,湖北省黄冈地区林业学校,营林,1979.10,1981.07
吴美景,0000006130,本科,湖北省委党校,党政管理,1986.09,1989.04
吴美景,0000006130,进修,海军航空工程学院,自动控制,1990.10,1993.06
吴美景,0000006130,研究生,省委党校,经济管理,1997.09,2000.07
吴孟铎,0000006131,本科,河南大学,物理系,1981.09,1985.07
吴孟铎,0000006131,培训,洛阳地委党校,,1985.10,1986.01
吴孟铎,0000006131,培训,平顶山市委党校,,1989.03,1989.06
吴孟铎,0000006131,研究生,天津大学,管理科学与工程,1993.09,1996.03
吴孟铎,0000006131,培训,河南省委党校,,1997.02,1997.07
吴孟铎,0000006131,博士,天津大学,管理科学与工程,1999.09,2002.08
吴南翔,0000006134,进修,厦门大学,世界经济,1996.11,1997.11
吴南翔,0000006134,研究生,中央党校,经济学,,
吴南翔,0000006134,研究生,厦门大学,艺术,,
吴炜,0000006135,学习,广西南宁市师范学校,中等师范,1984.07,1987.07
吴炜,0000006135,大专,广西广播电视大学,法律,1988.09,1991.07
吴炜,0000006135,本科,中央党校,经济,1992.08,1994.12
吴炜,0000006135,研究生,广西大学,政治经济学,1997.09,1999.07
吴炜,0000006135,培训,广西壮族自治区党委党校,,2003.01,2004.01
吴文达,0000006137,大专,徽州师专,化学系,1983.09,1985.07
吴文达,0000006137,进修,安徽师范大学,思想政治教育,1992.05,1994.01
吴文达,0000006137,本科,中央党校,经管,1994.08,1996.12
吴文团,0000006139,大专,福州大学,会计学,1983.08,1985.08
吴文团,0000006139,研究生,,,,
吴贤德,0000006140,本科,中央党校,经济管理,1993.08,1995.12
吴贤德,0000006140,培训,福建省委党校,,2003.02,2003.07
吴贤德,0000006140,研究生,,,,
吴显标,0000006141,大专,韶关大学,工业企业管理,1985.09,1987.07
吴显标,0000006141,本科,党校,,,
吴晓谋,0000006147,本科,南京农业大学,农业机械化,1986.09,1990.07
吴晓谋,0000006147,研究生,华南理工大学,管理工程,1993.08,1996.03
吴新普,0000006150,学习, 河南省农机校,,1979.08,1981.09
吴新普,0000006150,大专,郑州大学,,1983.07,1986.07
吴新普,0000006150,本科,中央党校,经济管理,1993.08,1995.12
吴亚飞,0000006154,学习,保定师范学校,,1980.09,1982.08
吴亚飞,0000006154,进修,保定地委党校,理论班,1985.09,1987.07
吴亚飞,0000006154,进修,河北大学,经济学,1998.09,2000.06
吴亚飞,0000006154,本科,中央党校,行政管理,1999.08,2001.12
吴亚飞,0000006154,本科,中央党校,法律,2005.08,2007.12
吴尧鑫,0000006157,进修,上海第二教育学院,政教系,1983.09,1985.07
吴尧鑫,0000006157,培训,上海交通大学和香港中文大学,高级经济管理,1993.05,1993.08
吴尧鑫,0000006157,研修, 上海市委党校,,1997.05,1997.06
吴尧鑫,0000006157,研究生,中央党校,土化系,1997.09,2000.06
吴烨,0000006159,本科,中央党校,经济管理,1992.09,1995.07
吴烨,0000006159,本科,湖北省委党校,政治经济学,1996.09,1999.07
吴毅荣,0000006163,研究生,厦门大学,企业管理,,
吴永文,0000006164,学习,湖北省荆门县沙洋师范,,1970.03,1972.01
吴永文,0000006164,研究生 ,华中师范大学,中共党史,1995.09,1998.12
吴永文,0000006164,进修,中央党校,,2006.03,2006.07
吴玉环,0000006167,本科,中央党校,,,
吴育标,0000006168,学习,贵州省财政学校,,1979.09,1981.07
吴育标,0000006168,大专,贵州省计划管理干部学院,财政专业,1988.09,1990.07
吴育标,0000006168,本科,贵州省委党校,经济管理专业,1995.09,1998.06
吴育标,0000006168,本科,中国人民解放军工程兵指挥学院,土木工程专业,2002.09,2005.06
吴育标,0000006168,学习,贵州省委党校局干班,,2003.03,2003.05
吴育标,0000006168,学习,北京大学贵州省经济管理高级研修班,,2004.09,2004.11
吴育标,0000006168,研究生,贵州师范大学,马克思主义哲学专业,1999.12,2003.01
吴育标,0000006168,博士,中国地质大学,管理科学与工程,2007.06,2010.07
吴振鹏,0000006175,大专,佛山兽医专科学校,农学,1978.09,1981.07
吴振鹏,0000006175,研究生,省社科院,政治经济学,1996.09,1999.07
吴政隆,0000006176,本科,太原机械学院,机械制造工艺与设备,1980.09,1984.08
吴政隆,0000006176,进修,中国社会科学院,投资管理学,1996.12,1998.11
吴政隆,0000006176,培训,美国哈佛大学和清华大学,公共管理,2005.06,2005.09
吴政隆,0000006176,研修,美国城乡规划高级研修,,2006.04,
吴政隆,0000006176,进修,中央党校,,2009.09,2009.11
吴志振,0000006178,本科,杞县县立甲种农校,,1920.00,
吴智勇,0000006179,研究生,浙江省委党校,,,
吴忠,0000006181,本科,北京大学,政治经济学,1981.09,1985.07
吴忠,0000006181,研究生,北京大学,政治经济学,1985.07,1988.02
吴忠,0000006181,研究生,英国伦敦大学,医学人口学,1991.09,1993.03
吴忠,0000006181,博士,北京大学,人口经济学,1994.09,1999.01
吴忠华,0000006182,大专,全国高等教育自学考试,党政干部基础,1984.08,1986.12
吴忠华,0000006182,本科,河南省委党校,经济管理,1994.09,1996.12
吴紫骊,0000006184,本科,中山大学,经济系,1979.09,1983.07
吴紫骊,0000006184,培训,中青年干部培训班,,1985.11,1986.02
吴紫骊,0000006184,研究生,省委党校,经济学,1997.09,2000.07
吴紫骊,0000006184,培训,中央党校,选调生培训班,2004.09,2005.01
吴祖云,0000006185,本科,上海交通大学,自动化,1984.09,1988.08
吴祖云,0000006185,培训,湖北省委党校,,2006.03,2006.07
伍国占,0000006186,学习,河南大学,政治专科,1984.09,1986.07
伍建昌,0000006189,中专, 广东省水产学校,,1978.09,1981.08
伍建昌,0000006189,大专,雷州师专,,1985.09,1987.07
伍建昌,0000006189,本科,湛江师范学院,法律,2000.09,2003.07
伍建昌,0000006189,研究生,华南理工大学,企业管理,2004.09,2007.06
伍建昌,0000006189,培训,,,2008.09,2008.10
伍文兴,0000006194,研究生,省委党校,经济学,1998.09,2001.07
伍文兴,0000006194,中专,高州农业学校,畜牧兽医,1980.09,
伍文兴,0000006194,大专,华南师范大学,行政管理,1989.01,1991.01
伍文兴,0000006194,本科,中共广东省委党校,经济管理,1995.07,1997.12
伍星葵,0000006195,大专,,,,
伍奕蓉,0000006197,大专,广西百色农业学校,牧医,1984.09,1987.01
伍奕蓉,0000006197,学习,广西区党校,行政管理,1992.09,1995.07
伍奕蓉,0000006197,本科,中央党校,行政管理,1998.08,2000.12
伍奕蓉,0000006197,研究生,中央党校,经济管理,2003.09,2006.07
伍奕蓉,0000006197,培训,广西区党校,,2013.03,2013.05
武戈,0000006202,学习,安徽银行学校,金融,1990.09,1992.07
武戈,0000006202,大专,安徽省委党校,经济管理,2003.08,2005.12
武国定,0000006203,大专, 百泉农业专科学校,园林系,1980.09,1983.07
武国定,0000006203,本科,中央党校,经济管理,1993.07,1995.12
武国定,0000006203,研究生,中国社会科学院,,1996.08,1998.07
武国定,0000006203,培训,河南省委党校,,2001.02,2001.06
武国定,0000006203,培训,中央党校,,2005.09,2006.01
武国定,0000006203,研究生,中央党校,经济学,2006.03,2008.01
武国定,0000006203,研究生,中国地质大学,应用经济学,2008.09,2010.06
武金良,0000006205,本科,河北农大,农学,1982.09,1986.08
武金良,0000006205,研究生,南开大学,政治经济学,1998.12,2000.12
武金良,0000006205,研究生,中央党校,法学理论,2005.09,2008.07
武卫东,0000006210,大专, 邢台师范专科学校,中文系,1987.09,1989.08
武卫东,0000006210,进修,中央党校,经济管理,1993.08,1995.12
武卫东,0000006210,进修,河北科技大学,工商管理,1999.09,2001.12
武卫东,0000006210,研究生,中央党校,经济学,1999.09,2002.07
武卫东,0000006210,研究生,河北大学,政治经济,2007.09,2009.06
武延军,0000006211,本科,中央党校,经济管理,1997.08,1999.12
武延军,0000006211,研究生,澳门科技大学,公共行政管理,2002.03,2004.06
武勇,0000006213,培训,省委党校,,1989.09,1991.09
武占强,0000006215,研究生,省委党校,经济管理,,
习近平,0000006221,本科,清华大学,基本有机合成,1975.00,1979.00
习近平,0000006221,博士,清华大学,马克思主义理论与思想政治教育,1998.00,2002.00
席飞跃,0000006224,大专, 兰州大学,工业企业管理,1988.09,1990.07
席飞跃,0000006224,本科,中央党校,经济管理,1994.08,1996.12
席飞跃,0000006224,进修,甘肃省委党校,,2003.09,2003.12
夏帆,0000006234,大专,湖北民族学院,林学,1989.09,1992.07
夏帆,0000006234,进修,中央党校,政法,1997.08,1999.12
夏帆,0000006234,培训,孝感市委党校,,1999.08,1999.11
夏帆,0000006234,进修,华中科技大学,马克思主义理论与思想政治教育,2001.04,2003.11
夏帆,0000006234,培训,省委党校,,2002.03,2002.05
夏帆,0000006234,培训,湖北省委党校,,2008.03,2008.07
夏福卿,0000006236,大专,咸宁师专,物理系,1989.09,1992.07
夏福卿,0000006236,本科,华中科技大学,机电一体化,1995.09,1999.12
夏福卿,0000006236,培训,华中科技大学,中青班,2003.10,2003.12
夏福卿,0000006236,培训,美国俄亥俄大学,中青班,2004.02,2004.05
夏福卿,0000006236,培训,省委组织部干部经济管理专题班培训,,2008.09,
夏钢,0000006237,本科,贵阳中医学院,中医,1978.10,1983.09
夏钢,0000006237,学习,贵阳市区<市、县>县级干部培训班,,2007.06,2007.09
夏国华,0000006239,中专,贵阳农业学校,,,1957.00
夏国华,0000006239,研究生,中国人民大学,公共管理,2004.03,2006.06
夏虹,0000006240,本科, 贵州农学院,兽医,1982.09,1986.07
夏虹,0000006240,研究生,中央党校,经济学,,
夏强,0000006244,,中国人民大学附中,,1968.09,1974.04
夏强,0000006244,本科,北京邮电学院,无线电技术,1979.04,1983.03
夏吾杰,0000006247,本科,青海省黄南州民族师范学校,,1986.09,1989.07
夏吾杰,0000006247,本科,青海师范大学,汉语言文学专业,2006.01,2009.01
夏锡璠,0000006248,本科,华中农业大学,果树,1989.09,1993.07
夏锡璠,0000006248,学习,省委党校,,2008.09,2009.00
夏锡璠,0000006248,培训,,,2011.04,2011.06
夏贤格,0000006249,研究生,华中农业大学,土化,,1984.00
夏泽良,0000006253,学习,四川省人民警察学校,公安,1980.09,1982.09
夏泽良,0000006253,大专,四川电大,党政,1985.09,1987.07
夏泽良,0000006253,培训,涪陵地委党校,,1995.05,1995.08
夏泽良,0000006253,进修,西南政法大学,民商法,1996.10,1998.10
夏泽良,0000006253,本科,解放军西安陆军学院,经济管理,2002.09,2005.09
夏泽良,0000006253,研究生,西南农业大学,农业推广,2004.03,2005.12
夏振林,0000006255,培训,美国哈佛大学肯尼迪学院,公共管理,2004.06,2004.09
咸大明,0000006256,本科,西北师范大学,数学,1978.08,1982.07
咸大明,0000006256,研修,华东师范大学,,1984.08,1985.07
咸大明,0000006256,研修,兰州大学,区域经济学,2000.09,2002.07
向斌,0000006260,大专,松滋师范,,1986.09,1989.07
向斌,0000006261,大专,湖北大学,汉语言文学,1987.04,1990.12
向斌,0000006261,研究生,省委党校,法学,2003.09,2006.07
向东生,0000006262,,广州第一师范学校,政治,1970.05,
向东生,0000006262,大专,广东省委党校,党政干部大专班,1983.09,1985.07
向东生,0000006262,培训,广东省委党校,职务培训班,1991.04,1991.07
向和平,0000006263,大专,万县地委党校,政治经济管理,1986.08,1988.08
向和平,0000006263,本科,重庆市委党校,法律,1996.06,1999.01
向和平,0000006263,进修,西南师范大学,区域经济,1999.09,2001.06
向和平,0000006263,研究生,中央党校,经济管理,2004.03,2006.01
向虹翔,0000006265,学习,贵州汽车制造厂技工学校,镗钻,1981.10,1983.08
向虹翔,0000006265,大专, 贵州广播电视大学,党政管理,1985.09,1987.07
向虹翔,0000006265,本科,贵州省委党校,经济管理,1995.09,1998.07
向虹翔,0000006265,研究生,中央党校,经济管理,2006.09,2009.07
向守清,0000006270,本科,湘潭大学,中文系,1985.09,1989.07
向涛,0000006272,学习, 四川省石柱县师范学校,,1978.04,1979.05
向涛,0000006272,大专, 四川省委第二党校,政治经济,1987.09,1989.06
向涛,0000006272,本科,四川省委党校,经济管理,1995.09,1997.06
向涛,0000006272,研究生, 重庆市委党校,区域经济学,1997.09,2000.06
向涛,0000006272,进修, 中央党校,,2001.08,2002.01
向忠雄,0000006273,本科,贵州师范大学,体育,1983.09,1987.08
向忠雄,0000006273,学习,中央党校,党政管理,1998.08,2000.12
向忠雄,0000006273,研修,中国人民大学,经济学,1999.08,2001.07
向忠雄,0000006273,研究生,中央党校,经济学,2005.09,2008.07
项乐民,0000006274,大专,安吉县师范学校,普师,1979.08,1981.08
项乐民,0000006274,大专,湖州师专,政史,1985.08,1987.08
项乐民,0000006274,本科,浙江省高等教育高师,高师政治教育,1994.09,1997.11
项乐民,0000006274,进修,复旦大学,行政管理,1998.05,2000.05
项乐民,0000006274,培训,市委党校,,2000.11,2001.05
项乐民,0000006274,培训,湖州市优秀年轻干部新知识读书班,,2002.07,2002.10
项乐民,0000006274,研究生,澳门科技大学,工商管理,2002.03,2004.02
项乐民,0000006274,培训,浙江省委党校,,2008.09,2008.12
