province,province_cn,year,month,hydro_generation_monthly_100m_kwh,nuclear_generation_monthly_100m_kwh,solar_generation_monthly_100m_kwh,thermal_generation_monthly_100m_kwh,wind_generation_monthly_100m_kwh,windsolar_generation_monthly_100m_kwh,observed_source_generation_monthly_100m_kwh
Anhui,安徽,2011,6,1.9482729999999995,,,126.03117799999995,,,127.97945099999995
Anhui,安徽,2011,7,1.796470000000002,,,154.35145799999998,,,156.14792799999998
Anhui,安徽,2011,8,4.5602389999999975,,,144.32301399999983,,,148.88325299999983
Anhui,安徽,2011,9,2.150698000000002,,,137.4850560000002,,,139.63575400000022
Anhui,安徽,2011,10,1.2246129999999997,,,126.84941099999992,,,128.07402399999992
Anhui,安徽,2011,11,0.7231400000000008,,,128.7754870000001,,,129.4986270000001
Anhui,安徽,2011,12,0.5998959999999975,,,146.4777979999999,,,147.0776939999999
Anhui,安徽,2012,1,0.9132049999999999,,,118.625767,,,119.538972
Anhui,安徽,2012,2,0.8640040000000001,,,130.489727,,,131.35373099999998
Anhui,安徽,2012,3,1.157664,,,139.37744500000005,,,140.53510900000006
Anhui,安徽,2012,4,2.325745,,,124.00788599999993,,,126.33363099999993
Anhui,安徽,2012,5,1.1726609999999997,,,121.74249100000009,,,122.91515200000009
Anhui,安徽,2012,6,2.1410090000000013,,,125.09580199999994,,,127.23681099999993
Anhui,安徽,2012,7,2.904226999999999,,,150.76131899999996,,,153.66554599999995
Anhui,安徽,2012,8,3.2182619999999993,,,203.2566579999999,,,206.4749199999999
Anhui,安徽,2012,9,1.8547710000000013,,,131.03630900000007,,,132.89108000000007
Anhui,安徽,2012,10,1.3648269999999982,,,116.81179400000019,,,118.17662100000018
Anhui,安徽,2012,11,0.858702000000001,,,131.34638199999995,,,132.20508399999994
Anhui,安徽,2012,12,0.8464600000000004,,,156.9244510000001,,,157.7709110000001
Anhui,安徽,2013,3,1.6199000000000003,,,146.7002,0.5,0.5,148.8201
Anhui,安徽,2013,4,1.79,,,152.57000000000005,0.7,0.7,155.06000000000003
Anhui,安徽,2013,5,2.459999999999999,,,142.1099999999999,0.3999999999999999,0.3999999999999999,144.9699999999999
Anhui,安徽,2013,6,3.460000000000001,,,140.84000000000003,0.40000000000000036,0.40000000000000036,144.70000000000005
Anhui,安徽,2013,7,3.919999999999998,,,190.64999999999998,0.3999999999999999,0.3999999999999999,194.96999999999997
Anhui,安徽,2013,8,3.8800000000000026,,,204.6500000000001,0.6000000000000001,0.6000000000000001,209.13000000000008
Anhui,安徽,2013,9,1.7799999999999976,,,151.80999999999995,0.19999999999999973,0.19999999999999973,153.78999999999994
Anhui,安徽,2013,10,1.4500000000000028,,,152.51999999999998,0.3999999999999999,0.3999999999999999,154.37
Anhui,安徽,2013,11,1.1099999999999994,,,168.6300000000001,0.2999999999999998,0.2999999999999998,170.04000000000013
Anhui,安徽,2013,12,0.7100000000000009,,,182.55999999999995,1.3000000000000007,1.3000000000000007,184.56999999999996
Anhui,安徽,2014,3,1.0899999999999999,,,170.61,0.8999999999999999,0.8999999999999999,172.60000000000002
Anhui,安徽,2014,4,1.8600000000000003,,,152.95,1.0,1.0,155.81
Anhui,安徽,2014,5,2.5299999999999994,,,156.46000000000004,0.7999999999999998,0.7999999999999998,159.79000000000005
Anhui,安徽,2014,6,2.5700000000000003,,,163.12,0.40000000000000036,0.40000000000000036,166.09
Anhui,安徽,2014,7,4.02,,,185.19000000000005,0.2999999999999998,0.2999999999999998,189.51000000000008
Anhui,安徽,2014,8,3.6400000000000023,,,171.66999999999985,0.5,0.5,175.80999999999986
Anhui,安徽,2014,9,3.379999999999999,,,138.82000000000016,1.7999999999999998,1.7999999999999998,144.00000000000017
Anhui,安徽,2014,10,2.7399999999999984,,,135.90999999999985,0.8999999999999995,0.8999999999999995,139.54999999999987
Anhui,安徽,2014,11,1.6099999999999994,,,155.48000000000002,0.8000000000000007,0.8000000000000007,157.89000000000004
Anhui,安徽,2014,12,1.7100000000000009,,,179.9000000000001,1.0,1.0,182.6100000000001
Anhui,安徽,2015,1,2.18,,,184.87,,,187.05
Anhui,安徽,2015,2,1.8399999999999994,,,135.31,,,137.15
Anhui,安徽,2015,3,2.170000000000001,,,156.38,1.0,1.0,159.54999999999998
Anhui,安徽,2015,4,3.009999999999999,,,146.44,1.2000000000000002,1.2000000000000002,150.64999999999998
Anhui,安徽,2015,5,3.0,,,156.79999999999995,0.8999999999999995,0.8999999999999995,160.69999999999996
Anhui,安徽,2015,6,3.3000000000000007,,,150.30000000000007,1.5,1.5,155.10000000000008
Anhui,安徽,2015,7,3.8999999999999986,,,165.89999999999998,0.8000000000000007,0.8000000000000007,170.6
Anhui,安徽,2015,8,3.6000000000000014,,,188.5,1.0,1.0,193.1
Anhui,安徽,2015,9,2.5,,,168.20000000000005,1.4000000000000004,1.4000000000000004,172.10000000000005
Anhui,安徽,2015,10,1.7548999999999992,,,150.90419999999995,1.0999999999999996,1.0999999999999996,153.75909999999993
Anhui,安徽,2015,11,2.151600000000002,,,166.0340000000001,2.799999999999999,2.799999999999999,170.98560000000012
Anhui,安徽,2015,12,1.5048999999999992,,,185.09029999999984,1.5,1.5,188.09519999999983
Anhui,安徽,2016,3,3.3,,,176.90000000000003,2.3000000000000003,2.3000000000000003,182.50000000000006
Anhui,安徽,2016,4,4.6,,,168.5,2.1000000000000005,2.1000000000000005,175.2
Anhui,安徽,2016,5,5.100000000000001,,,157.29999999999995,2.0,2.0,164.39999999999995
Anhui,安徽,2016,6,5.300000000000001,,0.8096000000000001,155.80000000000007,1.8999999999999986,2.7095999999999987,163.80960000000007
Anhui,安徽,2016,7,5.699999999999999,,1.3005999999999998,199.79999999999995,1.700000000000001,3.000600000000001,208.50059999999993
Anhui,安徽,2016,8,4.300000000000001,,0.6976000000000004,213.5,1.9000000000000004,2.597600000000001,220.3976
Anhui,安徽,2016,9,3.1999999999999957,,1.3342,162.70000000000005,2.599999999999998,3.934199999999998,169.83420000000004
Anhui,安徽,2016,10,2.1000000000000014,,0.8399999999999999,153.89999999999986,2.200000000000003,3.0400000000000027,159.03999999999985
Anhui,安徽,2016,11,2.0,,3.511,170.10000000000014,1.7999999999999972,5.310999999999997,177.41100000000014
Anhui,安徽,2016,12,2.1000000000000014,,,213.20000000000005,2.6000000000000014,2.6000000000000014,217.90000000000003
Anhui,安徽,2017,3,3.0,,1.2056999999999993,197.3,3.5,4.705699999999999,205.00570000000002
Anhui,安徽,2017,4,3.9000000000000004,,2.938600000000001,161.29999999999995,3.5999999999999996,6.538600000000001,171.73859999999996
Anhui,安徽,2017,5,4.700000000000001,,0.8222999999999985,168.89999999999998,3.1000000000000014,3.9223,177.52229999999997
Anhui,安徽,2017,6,4.199999999999999,,2.677100000000001,180.79999999999995,2.6999999999999993,5.3771,190.37709999999993
Anhui,安徽,2017,7,4.399999999999999,,2.4558999999999997,247.30000000000018,3.099999999999998,5.555899999999998,257.25590000000017
Anhui,安徽,2017,8,4.199999999999999,,2.3645000000000014,231.89999999999986,2.700000000000003,5.064500000000004,241.16449999999983
Anhui,安徽,2017,9,3.700000000000003,,4.5534,169.5,2.5,7.0534,180.2534
Anhui,安徽,2017,10,2.799999999999997,,5.777999999999999,168.5,3.099999999999998,8.877999999999997,180.178
Anhui,安徽,2017,11,2.6000000000000014,,2.8168000000000006,190.89999999999986,4.0000000000000036,6.816800000000004,200.31679999999986
Anhui,安徽,2017,12,2.1000000000000014,,3.2437000000000005,232.5,3.5999999999999943,6.843699999999995,241.44369999999998
Anhui,安徽,2018,3,2.7,,2.2794999999999996,193.60000000000002,2.799999999999999,5.079499999999999,201.37950000000004
Anhui,安徽,2018,4,2.0999999999999996,,4.5409,177.39999999999998,4.100000000000001,8.640900000000002,188.14089999999996
Anhui,安徽,2018,5,3.6999999999999993,,3.9796999999999993,190.5,4.399999999999999,8.379699999999998,202.5797
Anhui,安徽,2018,6,3.6000000000000014,,4.229900000000001,197.5000000000001,3.1999999999999993,7.4299,208.52990000000008
Anhui,安徽,2018,7,3.3000000000000007,,4.482300000000002,247.5,4.5,8.982300000000002,259.7823
Anhui,安徽,2018,8,3.5,,4.642199999999999,252.0,3.900000000000002,8.542200000000001,264.0422
Anhui,安徽,2018,9,3.0,,3.4435999999999964,209.39999999999986,3.3000000000000007,6.743599999999997,219.14359999999988
Anhui,安徽,2018,10,3.099999999999998,,5.118600000000001,179.29999999999995,3.5,8.6186,191.01859999999996
Anhui,安徽,2018,11,2.8000000000000007,,3.5703999999999994,200.80000000000018,3.3999999999999986,6.970399999999998,210.5704000000002
Anhui,安徽,2018,12,2.700000000000003,,9.2654,237.4000000000001,4.200000000000003,13.465400000000002,253.56540000000007
Anhui,安徽,2019,3,2.499999999999999,,4.8983,217.39999999999998,4.4,9.298300000000001,229.1983
Anhui,安徽,2019,4,2.6000000000000014,,4.9495000000000005,194.39999999999998,4.4,9.3495,206.34949999999998
Anhui,安徽,2019,5,3.0,,6.128499999999999,200.70000000000005,3.6999999999999993,9.828499999999998,213.52850000000004
Anhui,安徽,2019,6,3.1999999999999993,,5.7727,218.70000000000005,3.1000000000000014,8.872700000000002,230.77270000000004
Anhui,安徽,2019,7,3.3999999999999986,,6.863999999999997,263.0999999999999,2.799999999999997,9.663999999999994,276.1639999999999
Anhui,安徽,2019,8,3.3000000000000007,,6.291800000000002,260.0,3.700000000000003,9.991800000000005,273.2918
Anhui,安徽,2019,9,2.5,,7.109999999999999,202.60000000000014,3.099999999999998,10.209999999999997,215.31000000000012
Anhui,安徽,2019,10,,,4.778500000000001,186.0999999999999,3.5000000000000036,8.278500000000005,194.37849999999992
Anhui,安徽,2019,11,1.5999999999999979,,4.336500000000001,205.80000000000018,3.8999999999999986,8.2365,215.63650000000018
Anhui,安徽,2019,12,2.3000000000000007,,3.965600000000002,254.39999999999964,4.299999999999997,8.2656,264.96559999999965
Anhui,安徽,2020,3,2.4000000000000004,,6.969799999999999,195.70000000000005,5.699999999999999,12.669799999999999,210.76980000000003
Anhui,安徽,2020,4,1.9999999999999991,,6.344200000000001,183.29999999999995,4.799999999999999,11.1442,196.44419999999997
Anhui,安徽,2020,5,1.9000000000000004,,6.979700000000001,197.39999999999998,4.200000000000003,11.179700000000004,210.47969999999998
Anhui,安徽,2020,6,2.9000000000000004,,6.636200000000002,209.39999999999998,3.599999999999998,10.2362,222.53619999999998
Anhui,安徽,2020,7,4.199999999999999,,4.981099999999998,204.5,3.1000000000000014,8.0811,216.78109999999998
Anhui,安徽,2020,8,8.2,,6.8333999999999975,263.5,3.599999999999998,10.433399999999995,282.1334
Anhui,安徽,2020,9,3.700000000000003,,6.505600000000001,206.79999999999995,2.5,9.005600000000001,219.50559999999996
Anhui,安徽,2020,10,3.799999999999997,,5.125,196.60000000000014,3.700000000000003,8.825000000000003,209.22500000000014
Anhui,安徽,2020,11,3.6000000000000014,,5.0824,222.10000000000014,4.299999999999997,9.382399999999997,235.08240000000015
Anhui,安徽,2020,12,3.700000000000003,,4.547999999999995,287.5,3.6000000000000014,8.147999999999996,299.348
Anhui,安徽,2021,3,4.200000000000001,,6.710899999999999,230.39999999999998,6.9,13.610899999999999,248.21089999999998
Anhui,安徽,2021,4,4.099999999999998,,5.961200000000002,195.5,5.099999999999998,11.0612,210.66119999999998
Anhui,安徽,2021,5,5.0,,7.2836,205.29999999999995,4.900000000000002,12.183600000000002,222.48359999999997
Anhui,安徽,2021,6,5.200000000000003,,7.2013,225.20000000000005,5.400000000000002,12.601300000000002,243.00130000000007
Anhui,安徽,2021,7,6.199999999999996,,7.303699999999999,247.9000000000001,11.799999999999997,19.103699999999996,273.2037000000001
Anhui,安徽,2021,8,5.900000000000006,,6.744799999999998,252.29999999999995,8.600000000000001,15.3448,273.5448
Anhui,安徽,2021,9,4.5,,7.184699999999999,219.0999999999999,5.899999999999999,13.084699999999998,236.6846999999999
Anhui,安徽,2021,10,4.0,,6.211900000000007,206.70000000000005,9.900000000000006,16.111900000000013,226.81190000000007
Anhui,安徽,2021,11,3.3999999999999986,,7.650999999999996,212.69999999999982,7.599999999999994,15.25099999999999,231.3509999999998
Anhui,安徽,2021,12,3.6000000000000014,,7.383200000000002,261.60000000000036,7.599999999999994,14.983199999999997,280.1832000000004
Anhui,安徽,2022,3,4.199999999999999,,7.363900000000001,214.7,10.4,17.7639,236.66389999999998
Anhui,安徽,2022,4,4.300000000000001,,8.5046,171.80000000000007,8.400000000000002,16.904600000000002,193.0046000000001
Anhui,安徽,2022,5,3.1999999999999993,,7.776600000000002,220.29999999999995,7.599999999999994,15.376599999999996,238.87659999999994
Anhui,安徽,2022,6,4.600000000000001,,9.072699999999998,241.0999999999999,9.300000000000004,18.372700000000002,264.07269999999994
Anhui,安徽,2022,7,5.199999999999999,,8.7243,295.9000000000001,9.299999999999997,18.024299999999997,319.1243000000001
Anhui,安徽,2022,8,4.900000000000002,,10.009700000000002,317.5,6.600000000000001,16.609700000000004,339.0097
Anhui,安徽,2022,9,4.5,,13.005799999999994,222.30000000000018,8.799999999999997,21.80579999999999,248.6058000000002
Anhui,安徽,2022,10,4.899999999999999,,9.089200000000005,222.39999999999964,10.400000000000006,19.48920000000001,246.78919999999965
Anhui,安徽,2022,11,4.0,,7.812699999999992,216.70000000000027,8.899999999999991,16.712699999999984,237.41270000000026
Anhui,安徽,2022,12,4.699999999999996,,6.3035,268.5,8.300000000000011,14.603500000000011,287.8035
Anhui,安徽,2023,3,5.9,,7.884199999999998,235.09999999999997,12.0,19.8842,260.88419999999996
Anhui,安徽,2023,4,5.699999999999999,,9.566500000000001,211.10000000000002,13.900000000000002,23.466500000000003,240.2665
Anhui,安徽,2023,5,5.899999999999999,,9.8463,238.5999999999999,10.199999999999996,20.046299999999995,264.54629999999986
Anhui,安徽,2023,6,5.899999999999999,,9.433500000000002,259.4000000000001,8.0,17.433500000000002,282.73350000000005
Anhui,安徽,2023,7,6.700000000000003,,10.521499999999996,310.5,12.400000000000006,22.9215,340.12149999999997
Anhui,安徽,2023,8,6.399999999999999,,11.916400000000003,306.0999999999999,6.099999999999994,18.016399999999997,330.5163999999999
Anhui,安徽,2023,9,5.200000000000003,,8.987099999999998,245.5,8.600000000000009,17.587100000000007,268.2871
Anhui,安徽,2023,10,5.0,,10.365200000000002,226.4000000000001,8.599999999999994,18.965199999999996,250.36520000000007
Anhui,安徽,2023,11,4.5,,9.5304,246.5999999999999,12.700000000000003,22.230400000000003,273.3303999999999
Anhui,安徽,2023,12,5.399999999999999,,7.532799999999995,295.9000000000001,11.200000000000003,18.732799999999997,320.03280000000007
Beijing,北京,2000,1,0.78,,,14.53,,,15.309999999999999
Beijing,北京,2000,2,0.72,,,11.459999999999999,,,12.18
Beijing,北京,2000,3,0.71,,,11.890000000000004,,,12.600000000000005
Beijing,北京,2000,4,0.7400000000000002,,,9.46,,,10.200000000000001
Beijing,北京,2000,5,0.48999999999999977,,,9.79,,,10.28
Beijing,北京,2000,6,0.7600000000000002,,,9.369999999999997,,,10.129999999999997
Beijing,北京,2000,7,0.71,,,11.810000000000002,,,12.520000000000003
Beijing,北京,2000,8,0.7999999999999998,,,11.36,,,12.16
Beijing,北京,2000,9,0.75,,,8.840000000000003,,,9.590000000000003
Beijing,北京,2000,10,1.0700000000000003,,,9.670000000000002,,,10.740000000000002
Beijing,北京,2000,11,0.6599999999999993,,,13.759999999999991,,,14.419999999999991
Beijing,北京,2000,12,0.45000000000000107,,,14.680000000000007,,,15.130000000000008
Beijing,北京,2001,1,0.51,,,14.25,,,14.76
Beijing,北京,2001,2,0.28,,,12.670000000000002,,,12.950000000000001
Beijing,北京,2001,3,0.21999999999999997,,,12.54,,,12.76
Beijing,北京,2001,4,0.22999999999999998,,,9.170000000000002,,,9.400000000000002
Beijing,北京,2001,5,0.17999999999999994,,,11.099999999999994,,,11.279999999999994
Beijing,北京,2001,6,0.020000000000000018,,,6.8600000000000065,,,6.880000000000006
Beijing,北京,2001,7,0.010000000000000009,,,8.25,,,8.26
Beijing,北京,2001,8,0.020000000000000018,,,9.579999999999998,,,9.599999999999998
Beijing,北京,2001,9,0.010000000000000009,,,7.590000000000003,,,7.600000000000003
Beijing,北京,2001,10,0.0,,,11.72999999999999,,,11.72999999999999
Beijing,北京,2001,11,0.010000000000000009,,,12.230000000000004,,,12.240000000000004
Beijing,北京,2001,12,0.0,,,14.379999999999995,,,14.379999999999995
Beijing,北京,2002,1,0.04,,,13.63,,,13.67
Beijing,北京,2002,2,0.049999999999999996,,,11.85,,,11.9
Beijing,北京,2002,3,0.09,,,11.639999999999997,,,11.729999999999997
Beijing,北京,2002,4,0.06,,,8.200000000000003,,,8.260000000000003
Beijing,北京,2002,5,0.07,,,9.57,,,9.64
